iso_code,coal_consumption,year,color
CHN,24559.486,2022,FF0000
CHN,24315.475,2021,FF0000
CHN,23402.553,2020,FF0000
CHN,22922.236,2019,FF0000
CHN,22902.131,2013,FF0000
CHN,22804.703,2014,FF0000
CHN,22422.357,2012,FF0000
CHN,22352.146,2018,FF0000
CHN,22329.041,2015,FF0000
CHN,22143.604,2011,FF0000
CHN,21915.443,2017,FF0000
CHN,21675.779,2016,FF0000
CHN,20340.541,2010,FF0000
CHN,19605.02,2009,FF0000
CHN,18715.92,2008,FF0000
CHN,18423.912,2007,FF0000
CHN,16918.381,2006,FF0000
CHN,15405.105,2005,FF0000
CHN,13155.28,2004,FF0000
CHN,11283.059,2003,FF0000
CHN,9467.457,2002,FF0000
CHN,8635.754,2001,FF0000
CHN,8211.406,2000,FF0000
CHN,8099.032,1999,FF0000
CHN,8095.389,1996,FF0000
CHN,7931.912,1997,FF0000
CHN,7871.717,1998,FF0000
CHN,7736.85,1995,FF0000
CHN,7641.667,1994,FF0000
CHN,7170.356,1993,FF0000
CHN,6731.497,1992,FF0000
CHN,6433.427,1991,FF0000
USA,6346.957,2005,00FF00
USA,6333.85,2007,00FF00
USA,6286.536,2000,00FF00
USA,6254.982,2004,00FF00
USA,6249.683,2006,00FF00
USA,6233.055,2008,00FF00
USA,6214.537,2003,00FF00
CHN,6134.517,1990,FF0000
USA,6101.315,2001,00FF00
USA,6098.454,2002,00FF00
CHN,6046.902,1989,FF0000
USA,6029.338,1998,00FF00
USA,6020.095,1999,00FF00
USA,5970.778,1997,00FF00
USA,5847.301,1996,00FF00
USA,5800.542,2010,00FF00
CHN,5771.224,1988,FF0000
USA,5593.053,1995,00FF00
IND,5581.429,2022,0000FF
USA,5543.144,1994,00FF00
USA,5522.452,1993,00FF00
USA,5482.376,2009,00FF00
USA,5473.071,2011,00FF00
CHN,5372.242,1987,FF0000
IND,5359.929,2021,0000FF
USA,5337.998,1990,00FF00
USA,5324.031,1992,00FF00
USA,5309.355,1989,00FF00
USA,5287.613,1991,00FF00
USA,5247.144,1988,00FF00
USA,5022.271,2013,00FF00
USA,5013.868,1987,00FF00
USA,5010.856,2014,00FF00
IND,4989.023,2019,0000FF
IND,4981.602,2018,0000FF
CHN,4951.424,1986,FF0000
USA,4866.301,1985,00FF00
USA,4838.404,2012,00FF00
USA,4805.599,1986,00FF00
USA,4752.76,1984,00FF00
IND,4737.157,2017,0000FF
CHN,4736.265,1985,FF0000
IND,4714.672,2020,0000FF
IND,4587.692,2016,0000FF
IND,4490.47,2015,0000FF
USA,4428.934,1981,00FF00
USA,4425.291,1983,00FF00
IND,4401.073,2014,0000FF
CHN,4338.266,1984,FF0000
USA,4329.078,2015,00FF00
USA,4293.98,1980,00FF00
USA,4265.796,1982,00FF00
USA,4187.284,1979,00FF00
IND,4009.729,2013,0000FF
CHN,3989.004,1983,FF0000
USA,3960.741,2016,00FF00
USA,3876.157,1977,00FF00
USA,3852.593,2017,00FF00
USA,3832.577,1978,00FF00
IND,3787.818,2012,0000FF
USA,3782.042,1976,00FF00
CHN,3724.838,1982,FF0000
USA,3689.458,2018,00FF00
USA,3611.49,1973,00FF00
CHN,3539.019,1980,FF0000
USA,3525.567,1974,00FF00
USA,3525.541,1975,00FF00
CHN,3520.195,1981,FF0000
IND,3478.864,2011,0000FF
USA,3447.238,1969,00FF00
USA,3433.076,1968,00FF00
USA,3414.659,1970,00FF00
CHN,3402.705,1979,FF0000
USA,3380.846,1966,00FF00
USA,3362.425,1972,00FF00
IND,3348.546,2010,0000FF
USA,3316.997,1967,00FF00
CHN,3289.196,1978,FF0000
IND,3268.266,2009,0000FF
USA,3229.201,1971,00FF00
USA,3224.244,1965,00FF00
USA,3150.46,2019,00FF00
IND,3020.762,2008,0000FF
CHN,2995.539,1977,FF0000
USA,2936.894,2021,00FF00
IND,2790.272,2007,0000FF
USA,2741.221,2022,00FF00
CHN,2723.165,1976,FF0000
CHN,2658.211,1975,FF0000
USA,2556.181,2020,00FF00
IND,2549.865,2006,0000FF
IND,2456.113,2005,0000FF
RUS,2402.564,1987,FFFF00
CHN,2383.743,1973,FF0000
RUS,2367.102,1988,FFFF00
RUS,2366.461,1986,FFFF00
CHN,2358.564,1974,FF0000
CHN,2352.924,1972,FF0000
RUS,2303.885,1985,FFFF00
RUS,2288.867,1989,FFFF00
IND,2243.529,2004,0000FF
CHN,2224.877,1971,FF0000
RUS,2120.213,1990,FFFF00
IND,2107.983,2003,0000FF
IND,2012.79,2002,0000FF
RUS,1942.911,1991,FFFF00
CHN,1929.65,1970,FF0000
IND,1926.953,2001,0000FF
IND,1911.166,2000,0000FF
DEU,1869.476,1965,FF00FF
RUS,1825.707,1992,FFFF00
IND,1813.659,1998,0000FF
IND,1796.674,1999,0000FF
DEU,1755.96,1969,FF00FF
IND,1755.363,1997,0000FF
DEU,1745.339,1966,FF00FF
DEU,1745.244,1984,FF00FF
DEU,1735.999,1985,FF00FF
DEU,1733.998,1970,FF00FF
DEU,1705.439,1968,FF00FF
DEU,1690.967,1983,FF00FF
DEU,1681.304,1967,FF00FF
IND,1678.483,1996,0000FF
DEU,1671.312,1981,FF00FF
DEU,1659.38,1971,FF00FF
RUS,1647.87,1993,FFFF00
DEU,1643.761,1980,FF00FF
DEU,1640.377,1986,FF00FF
DEU,1640.097,1989,FF00FF
DEU,1633.631,1987,FF00FF
DEU,1632.119,1974,FF00FF
IND,1631.613,1995,0000FF
DEU,1631.48,1982,FF00FF
DEU,1625.13,1973,FF00FF
DEU,1619.861,1972,FF00FF
DEU,1614.395,1988,FF00FF
DEU,1606.777,1979,FF00FF
DEU,1560.839,1976,FF00FF
IND,1537.287,1994,0000FF
DEU,1529.691,1990,FF00FF
DEU,1518.483,1978,FF00FF
CHN,1516.61,1969,FF0000
DEU,1499.002,1977,FF00FF
IND,1489.625,1993,0000FF
DEU,1478.568,1975,FF00FF
RUS,1441.225,1994,FFFF00
IND,1438.256,1992,0000FF
CHN,1423.512,1966,FF0000
JPN,1415.963,2017,00FFFF
JPN,1414.781,2008,00FFFF
JPN,1409.438,2013,00FFFF
JPN,1397.981,2015,00FFFF
JPN,1395.385,2016,00FFFF
RUS,1388.346,1995,FFFF00
JPN,1386.597,2018,00FFFF
JPN,1385.735,2014,00FFFF
JPN,1377.404,2007,00FFFF
JPN,1369.467,2021,00FFFF
JPN,1365.525,2022,00FFFF
GBR,1365.327,1965,FF8000
RUS,1362.637,1996,FFFF00
JPN,1362.594,2019,00FFFF
IND,1357.878,1991,0000FF
JPN,1354.199,2012,00FFFF
JPN,1352.734,2010,00FFFF
DEU,1343.595,1991,FF00FF
JPN,1334.814,2005,00FFFF
CHN,1330.704,1965,FF0000
JPN,1312.142,2006,00FFFF
GBR,1299.42,1966,FF8000
JPN,1282.65,2011,00FFFF
IND,1276.025,1990,0000FF
JPN,1274.103,2004,00FFFF
JPN,1270.752,2020,00FFFF
CHN,1265.344,1967,FF0000
RUS,1256.448,1997,FFFF00
CHN,1255.924,1968,FF0000
JPN,1241.259,2003,00FFFF
POL,1233.943,1987,8000FF
RUS,1230.057,2000,FFFF00
IDN,1216.511,2022,0080FF
GBR,1214.754,1968,FF8000
DEU,1214.498,1992,FF00FF
GBR,1213.835,1967,FF8000
RUS,1212.413,2003,FFFF00
JPN,1207.908,2002,00FFFF
RUS,1204.939,2002,FFFF00
POL,1199.972,1988,8000FF
RUS,1199.908,2001,FFFF00
POL,1191.005,1986,8000FF
JPN,1186.947,2009,00FFFF
RUS,1185.993,1999,FFFF00
GBR,1184.05,1969,FF8000
POL,1182.12,1980,8000FF
IND,1179.941,1989,0000FF
RUS,1176.451,1998,FFFF00
RUS,1171.354,2008,FFFF00
RUS,1161.752,2004,FFFF00
POL,1161.314,1985,8000FF
POL,1146.613,1989,8000FF
DEU,1145.774,1993,FF00FF
RUS,1144.69,2012,FFFF00
JPN,1137.155,2001,00FFFF
POL,1134.925,1984,8000FF
RUS,1128.363,2006,FFFF00
GBR,1116.759,1970,FF8000
POL,1116.282,1979,8000FF
DEU,1111.452,1994,FF00FF
JPN,1110.603,2000,00FFFF
POL,1102.978,1978,8000FF
RUS,1099.903,2005,FFFF00
RUS,1093.418,2011,FFFF00
RUS,1092.244,2007,FFFF00
ZAF,1091.169,2009,FF0080
POL,1091.068,1982,8000FF
POL,1088.428,1983,8000FF
IND,1085.557,1988,0000FF
ZAF,1085.503,2008,FF0080
ZAF,1079.536,2010,FF0080
RUS,1071.749,2009,FFFF00
RUS,1071.356,2015,FFFF00
POL,1054.027,1981,8000FF
DEU,1053.939,1995,FF00FF
POL,1053.911,1977,8000FF
RUS,1053.018,2010,FFFF00
RUS,1052.713,2013,FFFF00
ZAF,1052.656,2011,FF0080
ZAF,1050.054,2016,FF0080
DEU,1049.402,1996,FF00FF
ZAF,1044.748,2019,FF0080
ZAF,1040.72,2014,FF0080
RUS,1037.977,2016,FFFF00
JPN,1035.977,1999,00FFFF
JPN,1032.946,1997,00FFFF
ZAF,1032.945,2017,FF0080
ZAF,1027.612,2013,FF0080
ZAF,1027.384,2012,FF0080
RUS,1018.227,2014,FFFF00
POL,1017.811,1976,8000FF
DEU,1016.818,1997,FF00FF
ZAF,1015.704,2020,FF0080
DEU,1013.62,2003,FF00FF
IND,1011.63,1987,0000FF
ZAF,1009.107,2004,FF0080
DEU,1008.287,2007,FF00FF
RUS,1007.856,2018,FFFF00
KOR,1007.749,2018,80FF00
JPN,1005.582,1996,00FFFF
KOR,1002.235,2017,80FF00
DEU,997.149,2002,FF00FF
DEU,994.936,2001,FF00FF
KOR,993.216,2015,80FF00
DEU,992.512,1998,FF00FF
DEU,992.096,2000,FF00FF
RUS,990.76,2019,FFFF00
GBR,989.713,1971,FF8000
DEU,988.11,2004,FF00FF
UKR,987.912,1985,008000
JPN,984.719,1998,00FFFF
DEU,983.311,2006,FF00FF
KOR,981.557,2014,80FF00
UKR,980.784,1986,008000
ZAF,980.26,2018,FF0080
JPN,979.856,1995,00FFFF
ZAF,976.488,2015,FF0080
RUS,976.106,2017,FFFF00
ZAF,974.981,2021,FF0080
POL,973.443,1975,8000FF
KOR,973.284,2011,80FF00
ZAF,972.977,2007,FF0080
UKR,971.873,1987,008000
UKR,965.932,1990,008000
DEU,963.399,2013,FF00FF
DEU,955.582,1999,FF00FF
KOR,955.366,2019,80FF00
RUS,951.683,2021,FFFF00
KOR,948.357,2013,80FF00
KOR,947.837,2016,80FF00
ZAF,947.528,2006,FF0080
DEU,945.387,2005,FF00FF
JPN,945.326,1994,00FFFF
GBR,938.983,1973,FF8000
KOR,937.801,2012,80FF00
DEU,936.074,2012,FF00FF
DEU,931.808,2008,FF00FF
ZAF,930.264,2005,FF0080
DEU,925.895,2014,FF00FF
IND,921.24,1986,0000FF
ZAF,920.966,2003,FF0080
ZAF,920.319,2022,FF0080
UKR,916.626,1988,008000
DEU,915.056,2015,FF00FF
RUS,914.234,2020,FFFF00
POL,912.263,1990,8000FF
DEU,910.791,2011,FF00FF
JPN,907.69,1990,00FFFF
POL,903.557,1991,8000FF
JPN,902.805,1993,00FFFF
POL,902.29,1974,8000FF
JPN,900.481,1991,00FFFF
KOR,897.159,2010,80FF00
DEU,896.172,2010,FF00FF
DEU,889.935,2016,FF00FF
GBR,889.113,1979,FF8000
RUS,887.356,2022,FFFF00
JPN,885.255,1992,00FFFF
POL,877.553,1973,8000FF
JPN,876.164,1989,00FFFF
JPN,874.772,1988,00FFFF
POL,873.96,1972,8000FF
POL,873.541,1992,8000FF
ZAF,872.699,1999,FF0080
ZAF,871.069,2001,FF0080
ZAF,867.965,2000,FF0080
GBR,866.923,1972,FF8000
POL,863.487,1993,8000FF
ZAF,861.087,1997,FF0080
IND,857.397,1985,0000FF
UKR,857.391,1991,008000
GBR,849.048,1977,FF8000
GBR,846.269,1976,FF8000
UKR,843.973,1992,008000
KOR,843.54,2021,80FF00
ZAF,842.507,1996,FF0080
KOR,840.159,2020,80FF00
POL,837.154,1996,8000FF
DEU,835.93,2017,FF00FF
UKR,835.834,1989,008000
POL,835.464,1971,8000FF
ZAF,835.228,1998,FF0080
DEU,834.292,2009,FF00FF
JPN,832.826,1985,00FFFF
GBR,831.603,1975,FF8000
ZAF,829.713,1995,FF0080
ZAF,828.598,2002,FF0080
GBR,827.137,1978,FF8000
GBR,826.66,1974,FF8000
GBR,826.486,1980,FF8000
GBR,821.997,1981,FF8000
IND,818.311,1984,0000FF
POL,817.863,1995,8000FF
POL,816.955,1997,8000FF
POL,816.193,1970,8000FF
ZAF,809.927,1988,FF0080
JPN,809.326,1987,00FFFF
GBR,809.087,1987,FF8000
DEU,806.69,2018,FF00FF
POL,804.187,1994,8000FF
IDN,801.231,2019,0080FF
ZAF,799.63,1994,FF0080
KOR,798.562,2022,80FF00
JPN,797.98,1984,00FFFF
KOR,797.76,2009,80FF00
JPN,793.076,1986,00FFFF
GBR,789.77,1986,FF8000
POL,785.92,1969,8000FF
GBR,785.397,1988,FF8000
ZAF,782.898,1990,FF0080
IND,779.048,1983,0000FF
ZAF,774.729,1993,FF0080
GBR,773.767,1983,FF8000
ZAF,771.684,1992,FF0080
ZAF,768.753,1991,FF0080
KOR,768.741,2008,80FF00
GBR,766.638,1982,FF8000
IDN,765.38,2020,0080FF
IDN,763.23,2021,0080FF
JPN,759.07,1981,00FFFF
GBR,756.59,1991,FF8000
GBR,755.996,1989,FF8000
ZAF,755.879,1989,FF0080
GBR,755.31,1990,FF8000
UKR,751.694,1993,008000
ZAF,748.573,1987,FF0080
POL,748.065,1968,8000FF
IND,742.142,1981,0000FF
POL,736.125,1998,8000FF
ZAF,735.666,1986,FF0080
IND,733.904,1982,0000FF
GBR,731.283,1985,FF8000
JPN,728.983,1969,00FFFF
ZAF,725.574,1985,FF0080
JPN,723.947,1982,00FFFF
POL,713.721,1967,8000FF
JPN,713.582,1983,00FFFF
GBR,711.384,1992,FF8000
ZAF,706.537,1984,FF0080
POL,706.233,1999,8000FF
JPN,702.305,1970,00FFFF
POL,701.033,1966,8000FF
JPN,698.346,1974,00FFFF
KOR,693.764,2007,80FF00
POL,691.764,1965,8000FF
JPN,682.455,1968,00FFFF
AUS,677.291,2008,800000
JPN,677.06,1980,00FFFF
POL,667.584,2006,8000FF
JPN,663.195,1967,00FFFF
IND,659.565,1980,0000FF
KOR,658.867,2006,80FF00
JPN,658.821,1973,00FFFF
IDN,655.729,2018,0080FF
ZAF,655.701,1983,FF0080
AUS,655.499,2006,800000
AUS,654.861,2009,800000
POL,654.114,2000,8000FF
JPN,653.263,1975,00FFFF
POL,652.895,2003,8000FF
POL,650.67,2007,8000FF
AUS,649.802,2007,800000
DEU,647.222,2022,FF00FF
POL,646.408,2001,8000FF
ZAF,645.587,1982,FF0080
POL,642.182,2008,8000FF
AUS,641.921,2004,800000
POL,641.023,2005,8000FF
POL,640.523,2010,8000FF
POL,639.218,2011,8000FF
JPN,638.791,1976,00FFFF
AUS,638.222,2005,800000
JPN,637.666,1971,00FFFF
KOR,637.272,2005,80FF00
POL,634.171,2002,8000FF
POL,633.71,2004,8000FF
IND,627.493,1979,0000FF
DEU,624.218,2019,FF00FF
JPN,623.121,1972,00FFFF
DEU,621.935,2021,FF00FF
POL,620.822,2013,8000FF
GBR,619.484,1993,FF8000
KOR,618.697,2004,80FF00
AUS,616.021,2003,800000
IND,610.346,1977,0000FF
VNM,609.741,2020,FF8080
AUS,607.394,2010,800000
JPN,603.773,1966,00FFFF
POL,602.875,2009,8000FF
JPN,602.657,1977,00FFFF
UKR,599.943,1994,008000
VNM,599.074,2021,FF8080
AUS,598.872,2002,800000
POL,595.797,2012,8000FF
KOR,594.577,2003,80FF00
UKR,593.125,1995,008000
AUS,592.062,2011,800000
AUS,591.662,2000,800000
IND,590.664,1978,0000FF
ZAF,588.86,1981,FF0080
AUS,587.443,1999,800000
AUS,585.691,2001,800000
IND,583.035,1976,0000FF
JPN,582.814,1979,00FFFF
VNM,580.664,2019,FF8080
POL,579.175,2018,8000FF
POL,578.879,2017,8000FF
GBR,578.406,1994,FF8000
POL,575.669,2016,8000FF
POL,575.049,2014,8000FF
KOR,571.39,2002,80FF00
VNM,569.25,2022,FF8080
JPN,566.523,1965,00FFFF
IDN,566.109,2017,0080FF
POL,566.047,2015,8000FF
IND,559.906,1975,0000FF
AUS,554.468,2012,800000
AUS,553.083,1998,800000
GBR,551.913,1995,FF8000
GBR,549.82,1984,FF8000
JPN,545.732,1978,00FFFF
IDN,544.316,2016,0080FF
AUS,540.411,2015,800000
AUS,540.062,2016,800000
IDN,532.274,2015,0080FF
KOR,531.772,2001,80FF00
AUS,529.458,1997,800000
POL,529.151,2021,8000FF
AUS,526.242,2013,800000
AUS,521.888,2014,800000
AUS,521.526,2017,800000
IND,520.856,1974,0000FF
POL,516.078,2019,8000FF
GBR,515.977,1996,FF8000
DEU,514.867,2020,FF00FF
AUS,508.882,2018,800000
IDN,505.706,2012,0080FF
KAZ,505.021,1988,80FF80
AUS,503.958,1996,800000
POL,501.431,2022,8000FF
KOR,499.213,2000,80FF00
UKR,496.81,2012,008000
ZAF,496.732,1980,FF0080
IDN,496.265,2011,0080FF
UKR,496.101,2007,008000
TUR,487.526,2019,8080FF
AUS,486.392,2019,800000
UKR,486.111,2008,008000
TUR,484.844,2022,8080FF
AUS,484.167,1995,800000
KAZ,484.157,1987,80FF80
UKR,482.529,2011,008000
TUR,482.322,2021,8080FF
KAZ,482.017,1989,80FF80
UKR,481.796,2013,008000
FRA,481.135,1965,FFFF80
GBR,480.989,2006,FF8000
POL,478.409,2020,8000FF
TUR,475.22,2018,8080FF
TWN,473.563,2018,FF80FF
TWN,472.625,2014,FF80FF
TUR,472.367,2020,8080FF
TWN,471.061,2017,FF80FF
IDN,469.07,2014,0080FF
TWN,468.857,2011,FF80FF
AUS,468.264,1994,800000
AUS,468.044,2020,800000
IND,467.683,1972,0000FF
TWN,467.624,2013,FF80FF
UKR,466.389,2006,008000
KAZ,465.968,1986,80FF80
TWN,465.734,2021,FF80FF
TWN,464.158,2019,FF80FF
TWN,464.034,2016,FF80FF
TWN,461.682,2007,FF80FF
CZE,461.478,1979,80FFFF
IND,461.449,1973,0000FF
CZE,461.339,1978,80FFFF
IND,460.841,1969,0000FF
GBR,460.176,1997,FF8000
ZAF,459.747,1979,FF0080
CZE,459.548,1977,80FFFF
TUR,458.912,2017,8080FF
AUS,458.889,1993,800000
TWN,458.451,2015,FF80FF
TWN,458.43,2012,FF80FF
AUS,455.958,1992,800000
CZE,454.71,1984,80FFFF
AUS,453.264,1991,800000
GBR,452.891,2007,FF8000
GBR,452.545,2001,FF8000
AUS,452.441,2021,800000
TWN,452.321,2010,FF80FF
UKR,451.359,2003,008000
GBR,451.254,2012,FF8000
KAZ,450.307,1990,80FF80
CZE,449.825,1976,80FFFF
CZE,449.534,1971,80FFFF
CZE,448.825,1982,80FFFF
GBR,448.691,1998,FF8000
UKR,448.281,2000,008000
TUR,447.26,2016,8080FF
CZE,447.185,1980,80FFFF
UKR,446.305,1996,008000
CZE,446.301,1983,80FFFF
UKR,446.234,1998,008000
FRA,445.814,1966,FFFF80
CZE,445.371,1981,80FFFF
UKR,444.859,2010,008000
CZE,444.836,1985,80FFFF
AUS,444.347,1990,800000
ZAF,443.792,1977,FF0080
KOR,443.767,1999,80FF00
KAZ,443.498,1985,80FF80
GBR,443.148,2003,FF8000
CZE,443.126,1972,80FFFF
IND,442.872,1971,0000FF
CZE,442.824,1986,80FFFF
KAZ,442.82,1992,80FF80
CZE,442.801,1988,80FFFF
TWN,442.005,2008,FF80FF
UKR,441.383,1999,008000
CZE,441.219,1975,80FFFF
TWN,440.811,2006,FF80FF
IDN,440.756,2013,0080FF
GBR,440.463,2005,FF8000
KAZ,440.265,2012,80FF80
FRA,440.043,1967,FFFF80
KAZ,439.575,1991,80FF80
VNM,439.514,2018,FF8080
TWN,439.276,2022,FF80FF
UKR,439.198,2002,008000
CZE,437.672,1987,80FFFF
IND,436.809,1970,0000FF
UKR,436.451,2001,008000
KAZ,435.881,2013,80FF80
UKR,435.428,1997,008000
GBR,434.925,2013,FF8000
AUS,433.958,1989,800000
TWN,433.835,2020,FF80FF
IND,433.825,1968,0000FF
UKR,433.765,2005,008000
CZE,433.601,1973,80FFFF
GBR,432.506,2004,FF8000
CZE,431.996,1974,80FFFF
CZE,431.473,1970,80FFFF
ZAF,431.031,1978,FF0080
AUS,430.763,2022,800000
KAZ,430.719,2014,80FF80
IDN,429.619,2010,0080FF
UKR,428.85,2004,008000
ZAF,428.388,1976,FF0080
GBR,427.148,2000,FF8000
CZE,426.205,1969,80FFFF
CZE,425.751,1989,80FFFF
TUR,424.437,2012,8080FF
FRA,423.603,1969,FFFF80
KAZ,423.422,2018,80FF80
FRA,423.161,1968,FFFF80
KAZ,422.64,2011,80FF80
TWN,421.605,2009,FF80FF
GBR,420.333,2008,FF8000
TUR,420.145,2014,8080FF
TWN,419.943,2005,FF80FF
IND,419.285,1967,0000FF
KOR,419.268,1998,80FF00
IDN,417.329,2007,0080FF
UKR,417.168,2009,008000
GBR,415.308,2002,FF8000
AUS,413.764,1988,800000
UKR,413.749,2014,008000
IND,413.407,1965,0000FF
IND,412.415,1966,0000FF
TWN,412.379,2004,FF80FF
CZE,410.841,1965,80FFFF
CZE,410.062,1968,80FFFF
CZE,409.632,1966,80FFFF
ZAF,408.01,1975,FF0080
KAZ,407.12,2017,80FF80
KOR,406.206,1997,80FF00
TUR,404.026,2015,8080FF
FRA,403.171,1970,FFFF80
KAZ,402.126,1993,80FF80
KAZ,400.92,2019,80FF80
GBR,398.917,1999,FF8000
KAZ,398.668,2022,80FF80
TWN,396.448,2003,FF80FF
CZE,396.141,1967,80FFFF
TUR,394.01,2011,8080FF
KAZ,393.372,1994,80FF80
AUS,393.361,1987,800000
KAZ,392.951,2008,80FF80
KAZ,389.989,2021,80FF80
KAZ,388.256,2010,80FF80
ZAF,382.285,1974,FF0080
KAZ,379.287,2020,80FF80
IDN,378.321,2009,0080FF
AUS,377.486,1986,800000
UKR,377.393,2016,008000
KOR,373.323,1996,80FF00
TWN,371.886,2002,FF80FF
CAN,371.271,2002,FFC000
KAZ,371.23,2016,80FF80
CAN,370.357,2003,FFC000
FRA,370.099,1979,FFFF80
FRA,369.435,1971,FFFF80
CAN,369.123,2001,FFC000
AUS,368.139,1985,800000
TUR,367.092,2013,8080FF
IDN,366.071,2008,0080FF
TUR,365.624,2010,8080FF
ZAF,364.93,1973,FF0080
FRA,362.361,1980,FFFF80
KAZ,362.144,2007,80FF80
KAZ,359.793,2009,80FF80
TUR,359.344,2009,8080FF
GBR,357.704,2011,FF8000
AUS,355.903,1984,800000
CAN,355.188,2000,FFC000
GBR,354.809,2010,FF8000
CAN,352.77,2007,FFC000
GBR,351.194,2014,FF8000
CAN,349.854,2004,FFC000
CAN,349.216,1998,FFC000
CAN,348.345,2005,FFC000
GBR,346.695,2009,FF8000
CZE,345.944,1990,80FFFF
TUR,344.201,2008,8080FF
TWN,342.998,2001,FF80FF
TUR,342.666,2007,8080FF
ZAF,342.585,1972,FF0080
FRA,340.784,1978,FFFF80
ZAF,340.175,1971,FF0080
FRA,339.131,1976,FFFF80
FRA,337.735,1982,FFFF80
CAN,337.433,2006,FFC000
AUS,336.681,1982,800000
AUS,336.556,1983,800000
CAN,335.69,1999,FFC000
CAN,335.23,2008,FFC000
CAN,333.419,1988,FFC000
AUS,333.139,1981,800000
CAN,332.718,1989,FFC000
IDN,330.789,2006,0080FF
FRA,330.292,1981,FFFF80
VNM,330.179,2016,FF8080
VNM,329.915,2017,FF8080
KAZ,329.564,2006,80FF80
FRA,329.007,1974,FFFF80
FRA,328.613,1972,FFFF80
TWN,326.856,2000,FF80FF
CAN,326.636,1997,FFC000
FRA,326.625,1977,FFFF80
UKR,326.28,2018,008000
FRA,325.042,1973,FFFF80
AUS,324.764,1980,800000
CAN,324.271,1984,FFC000
KOR,319.771,1995,80FF00
ZAF,318.104,1970,FF0080
UKR,318.011,2015,008000
KAZ,318.006,2015,80FF80
KAZ,317.69,1995,80FF80
CZE,316.914,1991,80FFFF
CAN,315.603,1990,FFC000
AUS,315.542,1979,800000
KAZ,312.671,2005,80FF80
CAN,312.526,1996,FFC000
CAN,311.691,1985,FFC000
CAN,311.209,1992,FFC000
CAN,310.484,1987,FFC000
KAZ,309.252,2004,80FF80
KOR,308.573,1994,80FF00
ZAF,307.927,1969,FF0080
CAN,306.234,1995,FFC000
FRA,305.636,1983,FFFF80
CAN,305.496,1991,FFC000
VNM,305.123,2015,FF8080
ZAF,304.927,1968,FF0080
TUR,304.334,2006,8080FF
UKR,303.264,2019,008000
AUS,301.861,1978,800000
KOR,300.518,1993,80FF00
UKR,299.554,2017,008000
CZE,295.923,1992,80FFFF
AUS,294.181,1977,800000
CAN,292.969,1994,FFC000
KOR,292.638,1988,80FF00
FRA,292.262,1984,FFFF80
ZAF,291.308,1967,FF0080
CAN,291.115,1983,FFC000
KAZ,290.113,2003,80FF80
CAN,288.883,1986,FFC000
FRA,288.442,1975,FFFF80
MYS,288.092,2020,C000FF
CZE,287.88,1993,80FFFF
CAN,286.985,2010,FFC000
ZAF,286.761,1965,FF0080
KOR,284.848,1989,80FF00
IDN,283.749,2005,0080FF
KAZ,283.743,1996,80FF80
FRA,283.656,1985,FFFF80
ZAF,283.132,1966,FF0080
AUS,281.792,1976,800000
KOR,281.518,1991,80FF00
KOR,280.564,1990,80FF00
CAN,280.078,2009,FFC000
CAN,278.245,1982,FFC000
GBR,277.323,2015,FF8000
TWN,277.296,1999,FF80FF
CAN,276.31,1993,FFC000
KOR,274.92,1987,80FF00
KOR,274.121,1992,80FF00
CZE,272.724,1995,80FFFF
AUS,272.542,1975,800000
CZE,272.467,1994,80FFFF
CZE,272.119,1996,80FFFF
CAN,271.956,1977,FFC000
KOR,271.328,1986,80FF00
IDN,269.087,2003,0080FF
TWN,268.503,1998,FF80FF
UKR,265.711,2020,008000
UKR,264.882,2021,008000
AUS,264.069,1974,800000
CAN,263.317,1981,FFC000
KAZ,262.751,2002,80FF80
MYS,262.446,2021,C000FF
TUR,261.221,2000,8080FF
MYS,260.545,2022,C000FF
KAZ,259.348,2001,80FF80
MYS,258.943,2018,C000FF
CAN,258.726,2011,FFC000
CAN,257.891,1980,FFC000
TUR,257.686,2005,8080FF
TUR,256.86,2004,8080FF
KOR,256.117,1985,80FF00
CZE,255.68,1997,80FFFF
AUS,252.986,1973,800000
ESP,251.185,2002,00C0FF
TUR,250.766,1998,8080FF
TWN,247.483,1997,FF80FF
IDN,247.381,2004,0080FF
CZE,246.717,2000,80FFFF
CAN,245.41,2012,FFC000
ESP,244.8,2004,00C0FF
MYS,244.729,2019,C000FF
KAZ,243.586,1997,80FF80
ESP,243.486,2000,00C0FF
AUS,242.931,1972,800000
CZE,242.13,2001,80FFFF
TUR,242.09,2003,8080FF
CZE,241.975,2006,80FFFF
CZE,241.888,2004,80FFFF
TUR,241.695,1997,8080FF
VNM,241.617,2014,FF8080
CZE,241.522,2003,80FFFF
CZE,241.515,2007,80FFFF
MYS,241.405,2017,C000FF
KAZ,239.855,1998,80FF80
CAN,239.337,2013,FFC000
ESP,238.566,2005,00C0FF
CZE,237.631,2002,80FFFF
ESP,237.299,1992,00C0FF
CZE,237.002,1998,80FFFF
FRA,235.042,1991,FFFF80
FRA,234.461,1986,FFFF80
ESP,234.1,2003,00C0FF
CZE,233.697,2005,80FFFF
PHL,233.034,2022,FF00C0
ESP,233.03,2007,00C0FF
TUR,232.995,1999,8080FF
ESP,232.588,1991,00C0FF
AUS,232.569,1971,800000
AUS,231.694,1970,800000
KOR,231.053,1984,80FF00
AUS,229.278,1969,800000
CZE,229.05,2008,80FFFF
