iso_code,coal_consumption,year,color
DNK,42.009,1978,00D0FF
COL,41.977,1995,FFFFD0
EST,41.963,2015,D0D0FF
EST,41.946,1997,D0D0FF
NLD,41.944,1978,FFC0FF
HKG,41.766,2022,D00000
IRL,41.752,1989,D0FFFF
DNK,41.733,1967,00D0FF
ROU,41.722,2020,FFC0C0
AUT,41.706,1982,FFD0FF
AUT,41.686,1979,FFD0FF
IRL,41.67,1988,D0FFFF
ISR,41.507,1993,FF00D0
VNM,41.492,1999,FF8080
PRT,41.473,1997,F000FF
PRT,41.461,1998,F000FF
IRL,41.414,1966,D0FFFF
IDN,41.333,1989,0080FF
HUN,41.247,2002,C0FFFF
TWN,41.054,1981,FF80FF
BEL,41.049,2011,C0FF00
FIN,41.047,2019,00D000
COL,40.982,1993,FFFFD0
IRL,40.926,1987,D0FFFF
BEL,40.908,2013,C0FF00
HKG,40.856,1997,D00000
COL,40.753,1989,FFFFD0
PRT,40.704,2002,F000FF
AUT,40.51,1996,FFD0FF
EST,40.508,1995,D0D0FF
EST,40.482,2008,D0D0FF
AUT,40.411,2011,FFD0FF
AUT,40.339,1995,FFD0FF
NLD,40.278,1971,FFC0FF
IDN,40.266,1991,0080FF
IRL,40.262,1990,D0FFFF
VNM,40.228,1996,FF8080
VNM,40.065,1987,FF8080
SVK,40.042,2012,D0FF00
CHL,40.038,2006,FFD0D0
HUN,40.024,2004,C0FFFF
NLD,40,1979,FFC0FF
PRT,39.856,1994,F000FF
SVK,39.801,2013,D0FF00
IDN,39.788,1990,0080FF
FIN,39.751,1983,00D000
BRA,39.726,1976,C00000
MAR,39.693,2001,D0FFD0
BEL,39.673,2014,C0FF00
MEX,39.573,1989,FFFFC0
HKG,39.507,1985,D00000
MAR,39.472,2002,D0FFD0
PHL,39.391,1999,FF00C0
AUT,39.344,2010,FFD0FF
PAK,39.28,2004,C0FFC0
MEX,39.241,1990,FFFFC0
SVK,39.09,2014,D0FF00
COL,39.087,1992,FFFFD0
MEX,39.057,1986,FFFFC0
COL,39.032,2007,FFFFD0
PRT,38.968,2003,F000FF
AUT,38.882,1992,FFD0FF
SVK,38.865,2017,D0FF00
PRT,38.796,2005,F000FF
BEL,38.741,2015,C0FF00
BEL,38.663,2012,C0FF00
IRL,38.622,1991,D0FFFF
SVK,38.574,2018,D0FF00
EST,38.574,2003,D0D0FF
PRT,38.553,2004,F000FF
COL,38.541,1997,FFFFD0
EST,38.465,2004,D0D0FF
PRT,38.415,2006,F000FF
AUT,38.402,1978,FFD0FF
MEX,38.382,1992,FFFFC0
PRT,38.263,1993,F000FF
CHL,38.253,1996,FFD0D0
HKG,38.231,2020,D00000
AUT,38.131,2013,FFD0FF
DNK,38.13,1977,00D0FF
EST,38.091,2005,D0D0FF
MAR,38.06,2003,D0FFD0
AUT,37.999,2015,FFD0FF
MEX,37.955,1991,FFFFC0
PRT,37.914,2015,F000FF
DNK,37.835,2011,00D0FF
AUT,37.829,1998,FFD0FF
AUT,37.8,1977,FFD0FF
MEX,37.773,1987,FFFFC0
PRT,37.763,2017,F000FF
AUT,37.685,1999,FFD0FF
SVK,37.683,2015,D0FF00
DNK,37.671,2013,00D0FF
AUT,37.621,2012,FFD0FF
TWN,37.6,1979,FF80FF
MAR,37.596,2007,D0FFD0
VNM,37.53,1988,FF8080
DNK,37.393,1968,00D0FF
CHL,37.364,2000,FFD0D0
PAK,37.305,2013,C0FFC0
BRA,37.225,1975,C00000
SVK,37.193,2016,D0FF00
GRC,37.175,2019,D000FF
PRT,36.919,2001,F000FF
BEL,36.819,2016,C0FF00
IRL,36.787,1992,D0FFFF
ISR,36.737,1992,FF00D0
NLD,36.667,1977,FFC0FF
COL,36.653,1998,FFFFD0
FIN,36.596,1982,00D000
AUT,36.565,2017,FFD0FF
FIN,36.421,1977,00D000
EST,36.388,2006,D0D0FF
IRL,36.355,1965,D0FFFF
HUN,36.335,2007,C0FFFF
FIN,36.12,1976,00D000
SWE,36.079,1986,00F0FF
BEL,36.07,2017,C0FF00
VNM,36.014,1995,FF8080
BEL,35.962,2019,C0FF00
VNM,35.937,1986,FF8080
BEL,35.873,2018,C0FF00
SWE,35.842,1996,00F0FF
EST,35.807,2019,D0D0FF
MEX,35.751,1988,FFFFC0
IRL,35.746,1993,D0FFFF
ESP,35.731,2021,00C0FF
HUN,35.729,2006,C0FFFF
SWE,35.624,1987,00F0FF
HUN,35.594,2005,C0FFFF
EST,35.542,1998,D0D0FF
COL,35.515,1985,FFFFD0
AUT,35.454,1994,FFD0FF
AUT,35.448,2016,FFD0FF
MEX,35.422,1985,FFFFC0
SWE,35.35,2006,00F0FF
TWN,35.32,1968,FF80FF
HUN,35.294,2008,C0FFFF
PAK,35.224,2003,C0FFC0
COL,35.175,1988,FFFFD0
MAR,35.171,2012,D0FFD0
PRT,35.134,1992,F000FF
COL,35.068,1986,FFFFD0
TWN,35.041,1967,FF80FF
SWE,35.025,2004,00F0FF
AUT,35.021,2014,FFD0FF
NLD,35,1976,FFC0FF
NLD,35,1973,FFC0FF
SWE,34.972,1988,00F0FF
EST,34.966,2009,D0D0FF
AUT,34.959,1993,FFD0FF
MAR,34.902,2013,D0FFD0
SWE,34.722,2002,00F0FF
TWN,34.716,1965,FF80FF
PRT,34.704,1991,F000FF
MAR,34.626,2011,D0FFD0
IRL,34.625,1996,D0FFFF
MYS,34.53,2001,C000FF
PHL,34.529,1998,FF00C0
TWN,34.529,1966,FF80FF
SWE,34.457,1990,00F0FF
NLD,34.444,1972,FFC0FF
IRL,34.438,1995,D0FFFF
COL,34.434,1984,FFFFD0
ESP,34.386,2020,00C0FF
BEL,34.345,2009,C0FF00
EST,34.268,2000,D0D0FF
IRL,34.204,1994,D0FFFF
DNK,34.155,1969,00D0FF
EST,34.071,2001,D0D0FF
SWE,34.043,2003,00F0FF
EST,34.027,2022,D0D0FF
FIN,33.973,2021,00D000
AUT,33.945,2019,FFD0FF
FIN,33.929,2022,00D000
PRT,33.851,2012,F000FF
SWE,33.841,1985,00F0FF
SWE,33.637,1991,00F0FF
AUT,33.461,2009,FFD0FF
PRT,33.437,2007,F000FF
NLD,33.333,1974,FFC0FF
EST,33.308,2002,D0D0FF
PRT,33.217,2009,F000FF
IRL,33.208,1998,D0FFFF
DNK,33.147,1976,00D0FF
PRT,33.122,1990,F000FF
PRT,33.099,2016,F000FF
COL,33.075,1983,FFFFD0
FIN,32.994,1981,00D000
IRL,32.989,1997,D0FFFF
SWE,32.973,1989,00F0FF
SWE,32.947,2008,00F0FF
SWE,32.938,2007,00F0FF
VNM,32.808,1984,FF8080
VNM,32.773,1983,FF8080
THA,32.771,1989,00C000
CHL,32.723,2004,FFD0D0
SVK,32.705,2021,D0FF00
MEX,32.677,1984,FFFFC0
VNM,32.611,1985,FF8080
MEX,32.584,1983,FFFFC0
VNM,32.564,1982,FF8080
COL,32.541,1996,FFFFD0
TWN,32.424,1969,FF80FF
MAR,32.415,2010,D0FFD0
SWE,32.364,1995,00F0FF
SWE,32.364,1994,00F0FF
SWE,32.334,2001,00F0FF
AUT,32.285,2018,FFD0FF
EST,32.171,1999,D0D0FF
CHL,32.07,2005,FFD0D0
SWE,32.031,2010,00F0FF
SWE,32.015,2005,00F0FF
BEL,31.991,2022,C0FF00
HKG,31.913,1984,D00000
SWE,31.889,1993,00F0FF
IRL,31.861,2001,D0FFFF
PHL,31.855,1997,FF00C0
IRL,31.855,1986,D0FFFF
EST,31.758,2021,D0D0FF
LUX,31.716,1965,FF00F0
TWN,31.68,1970,FF80FF
PRT,31.668,2018,F000FF
HUN,31.547,2011,C0FFFF
FIN,31.484,2020,00D000
MAR,31.47,2009,D0FFD0
COL,31.459,2021,FFFFD0
COL,31.438,2000,FFFFD0
SVK,31.428,2019,D0FF00
LUX,31.33,1970,FF00F0
SWE,31.321,1992,00F0FF
BRA,31.312,1974,C00000
HUN,31.309,2010,C0FFFF
MAR,31.227,2000,D0FFD0
PRT,31.157,2014,F000FF
VNM,31.017,1977,FF8080
VNM,31.006,1979,FF8080
COL,30.958,2001,FFFFD0
BEL,30.947,2021,C0FF00
SWE,30.833,1998,00F0FF
PRT,30.815,2013,F000FF
IRL,30.785,2005,D0FFFF
BGD,30.633,2015,FFF000
IRL,30.63,2002,D0FFFF
SWE,30.626,1997,00F0FF
LUX,30.555,1969,FF00F0
IRL,30.419,2000,D0FFFF
HUN,30.353,2012,C0FFFF
CHL,30.291,1990,FFD0D0
VNM,30.145,1989,FF8080
BRA,30.036,1972,C00000
LUX,30.017,1974,FF00F0
COL,30.008,1982,FFFFD0
VNM,29.982,1978,FF8080
VNM,29.971,1975,FF8080
AUT,29.934,2021,FFD0FF
DNK,29.858,2014,00D0FF
ISR,29.848,1991,FF00D0
SWE,29.838,2000,00F0FF
TWN,29.784,1978,FF80FF
HUN,29.717,2009,C0FFFF
DNK,29.659,2012,00D0FF
IRL,29.651,2003,D0FFFF
FIN,29.585,1974,00D000
CHL,29.547,2002,FFD0D0
BRA,29.519,1973,C00000
SWE,29.473,1999,00F0FF
VNM,29.447,1981,FF8080
GRC,29.401,1970,D000FF
CHL,29.315,2001,FFD0D0
SVK,29.302,2022,D0FF00
COL,29.272,1999,FFFFD0
PRT,29.261,2008,F000FF
EST,29.108,2020,D0D0FF
AUT,29.032,2020,FFD0FF
FIN,29.032,1973,00D000
IRL,28.982,1985,D0FFFF
MYS,28.893,2000,C000FF
LUX,28.873,1971,FF00F0
COL,28.82,1981,FFFFD0
LUX,28.762,1968,FF00F0
SWE,28.747,1984,00F0FF
UZB,28.679,2022,F0FF00
UZB,28.659,2020,F0FF00
LUX,28.638,1966,FF00F0
MEX,28.621,1982,FFFFC0
BLR,28.616,1988,00F000
SWE,28.601,2011,00F0FF
BGD,28.569,2018,FFF000
IRL,28.569,1999,D0FFFF
ARE,28.539,2022,F00000
BRA,28.532,1971,C00000
COL,28.493,2022,FFFFD0
LUX,28.416,1972,FF00F0
BRA,28.345,1970,C00000
VNM,28.296,1976,FF8080
AUT,28.292,2022,FFD0FF
COL,28.287,1980,FFFFD0
CHL,28.25,2003,FFD0D0
PRT,28.249,1989,F000FF
COL,28.225,2003,FFFFD0
LUX,28.156,1973,FF00F0
TWN,28.133,1971,FF80FF
BLR,28.092,1989,00F000
NLD,28.056,1975,FFC0FF
BEL,27.957,2020,C0FF00
IRL,27.772,2006,D0FFFF
IRL,27.702,2004,D0FFFF
MAR,27.621,1998,D0FFD0
CHL,27.605,1995,FFD0D0
ISR,27.565,1990,FF00D0
IDN,27.54,1988,0080FF
ARE,27.506,2021,F00000
BLR,27.472,1986,00F000
PAK,27.447,2002,C0FFC0
DNK,27.319,1970,00D0FF
HUN,27.226,2015,C0FFFF
MEX,27.181,1978,FFFFC0
IRL,27.121,2007,D0FFFF
MEX,27.038,1980,FFFFC0
TWN,26.993,1977,FF80FF
COL,26.972,1979,FFFFD0
SVK,26.94,2020,D0FF00
THA,26.906,1988,00C000
LUX,26.834,1967,FF00F0
FIN,26.805,1975,00D000
TWN,26.796,1972,FF80FF
VNM,26.761,1994,FF8080
COL,26.739,1978,FFFFD0
BLR,26.711,1987,00F000
MEX,26.703,1979,FFFFC0
HUN,26.577,2013,C0FFFF
FIN,26.567,1970,00D000
IRL,26.54,2008,D0FFFF
COL,26.455,1977,FFFFD0
VNM,26.447,1980,FF8080
NZL,26.427,2005,FFF0F0
MAR,26.412,1999,D0FFD0
GRC,26.4,1968,D000FF
COL,26.385,1975,FFFFD0
IDN,26.365,1987,0080FF
IRL,26.319,1983,D0FFFF
IRL,26.295,2012,D0FFFF
ISR,26.295,1989,FF00D0
HUN,26.271,2014,C0FFFF
DNK,26.178,1973,00D0FF
FIN,26.158,1972,00D000
HUN,26.144,2017,C0FFFF
FIN,26.138,1969,00D000
THA,26.114,1987,00C000
COL,26.086,1970,FFFFD0
MEX,26.07,1977,FFFFC0
PAK,26.051,1996,C0FFC0
NZL,26.022,2006,FFF0F0
COL,25.957,1974,FFFFD0
SWE,25.927,1965,00F0FF
VNM,25.853,1990,FF8080
PRT,25.829,2011,F000FF
UZB,25.811,2021,F0FF00
COL,25.806,1976,FFFFD0
PHL,25.76,1996,FF00C0
PAK,25.702,1995,C0FFC0
COL,25.702,1967,FFFFD0
PAK,25.679,1993,C0FFC0
CHL,25.606,1994,FFD0D0
GRC,25.551,1969,D000FF
HUN,25.507,2016,C0FFFF
IRL,25.505,2015,D0FFFF
PAK,25.493,1994,C0FFC0
COL,25.461,2002,FFFFD0
ISR,25.4,1987,FF00D0
EGY,25.389,2018,F0FFF0
PRT,25.319,1988,F000FF
IRL,25.225,1984,D0FFFF
CHL,25.144,1989,FFD0D0
BGD,25.117,2017,FFF000
BLR,25.112,1985,00F000
VNM,25.039,1992,FF8080
SWE,25.037,2013,00F0FF
IRL,25.004,1970,D0FFFF
COL,24.993,1969,FFFFD0
VNM,24.97,1991,FF8080
CHL,24.886,1991,FFD0D0
BRA,24.818,1969,C00000
ARE,24.813,2020,F00000
ARE,24.76,2017,F00000
SWE,24.74,1966,00F0FF
DNK,24.729,1974,00D0FF
BLR,24.71,1990,00F000
COL,24.699,2004,FFFFD0
HUN,24.698,2018,C0FFFF
DNK,24.577,2016,00D0FF
SWE,24.557,1967,00F0FF
SWE,24.529,2012,00F0FF
IRL,24.504,2016,D0FFFF
GRC,24.504,1965,D000FF
PAK,24.481,2001,C0FFC0
NZL,24.472,2008,FFF0F0
PAK,24.458,1992,C0FFC0
GRC,24.458,1966,D000FF
HKG,24.446,1983,D00000
TWN,24.411,1974,FF80FF
PAK,24.388,1999,C0FFC0
PAK,24.376,1998,C0FFC0
PAK,24.353,1997,C0FFC0
ISR,24.342,1988,FF00D0
MAR,24.307,1996,D0FFD0
IRL,24.26,1982,D0FFFF
VNM,24.237,1993,FF8080
PAK,24.062,1990,C0FFC0
TWN,23.981,1973,FF80FF
MEX,23.899,1981,FFFFC0
IRL,23.865,1971,D0FFFF
DNK,23.858,1975,00D0FF
ISR,23.853,1986,FF00D0
SWE,23.823,1983,00F0FF
PAK,23.818,1991,C0FFC0
IRL,23.795,2013,D0FFFF
NZL,23.739,2004,FFF0F0
UZB,23.624,2018,F0FF00
MEX,23.618,1975,FFFFC0
PAK,23.586,2000,C0FFC0
FIN,23.579,1971,00D000
TWN,23.574,1976,FF80FF
SWE,23.485,2014,00F0FF
BLR,23.473,1991,00F000
SWE,23.468,2015,00F0FF
COL,23.423,1966,FFFFD0
COL,23.423,1965,FFFFD0
COL,23.411,1968,FFFFD0
IRL,23.388,2014,D0FFFF
GRC,23.376,1967,D000FF
COL,23.369,1991,FFFFD0
IRL,23.365,1974,D0FFFF
SWE,23.227,2009,00F0FF
IRL,23.202,2009,D0FFFF
MAR,23.155,1997,D0FFD0
IRL,23.12,1979,D0FFFF
IRL,23.097,2010,D0FFFF
BGD,23.036,2016,FFF000
SWE,23.032,2018,00F0FF
SWE,23.029,2016,00F0FF
NZL,22.974,2003,FFF0F0
SWE,22.97,2017,00F0FF
ARE,22.946,2014,F00000
EGY,22.941,2019,F0FFF0
IRL,22.934,1981,D0FFFF
SWE,22.853,2019,00F0FF
LUX,22.825,1975,FF00F0
PAK,22.702,1989,C0FFC0
IRL,22.667,2011,D0FFFF
BRA,22.597,1967,C00000
SWE,22.575,1975,00F0FF
MYS,22.547,1999,C000FF
ARE,22.332,2018,F00000
TWN,22.26,1975,FF80FF
BRA,22.237,1968,C00000
IRL,22.213,1972,D0FFFF
SWE,22.13,1970,00F0FF
PRT,21.957,1987,F000FF
IRL,21.911,1980,D0FFFF
BRA,21.864,1966,C00000
FIN,21.789,1968,00D000
CHL,21.71,1993,FFD0D0
SWE,21.671,1976,00F0FF
IRL,21.667,1973,D0FFFF
VNM,21.562,1974,FF8080
CHL,21.518,1992,FFD0D0
ISR,21.481,1985,FF00D0
COL,21.465,1973,FFFFD0
SWE,21.454,1968,00F0FF
IRN,21.418,2020,F0F0FF
ARE,21.406,2016,F00000
LUX,21.391,1979,FF00F0
HUN,21.387,2019,C0FFFF
IRL,21.306,1977,D0FFFF
GRC,21.295,2020,D000FF
DNK,21.238,2015,00D0FF
UZB,21.223,1990,F0FF00
LUX,21.22,1980,FF00F0
IRN,21.139,2022,F0F0FF
LUX,21.139,1976,FF00F0
COL,21.077,1972,FFFFD0
SWE,20.949,1969,00F0FF
SWE,20.93,1974,00F0FF
UZB,20.913,2019,F0FF00
IRL,20.864,2017,D0FFFF
SWE,20.847,1979,00F0FF
PAK,20.725,1988,C0FFC0
ARE,20.668,2019,F00000
ARE,20.581,2013,F00000
MEX,20.562,1974,FFFFC0
IRL,20.341,1976,D0FFFF
SWE,20.315,2022,00F0FF
COL,20.286,1971,FFFFD0
NZL,20.272,2012,FFF0F0
FIN,20.26,1965,00D000
UZB,20.244,1989,F0FF00
BRA,20.178,1965,C00000
IRL,20.155,1978,D0FFFF
MYS,20.118,1998,C000FF
GRC,20.013,2022,D000FF
UZB,19.969,2013,F0FF00
SWE,19.949,1971,00F0FF
ARE,19.942,2015,F00000
GRC,19.912,2021,D000FF
SWE,19.869,1980,00F0FF
PAK,19.818,1987,C0FFC0
IRL,19.783,1975,D0FFFF
NZL,19.721,2007,FFF0F0
ISR,19.69,1984,FF00D0
HUN,19.595,2020,C0FFFF
UZB,19.591,1986,F0FF00
LKA,19.583,2020,FFFFF0
IRN,19.573,2021,F0F0FF
BLR,19.55,1992,00F000
MYS,19.49,1996,C000FF
MKD,19.455,1998,FFF0FF
UZB,19.421,1991,F0FF00
MYS,19.397,1995,C000FF
LUX,19.263,1978,FF00F0
PRT,19.162,2010,F000FF
SWE,19.137,2021,00F0FF
NZL,19.131,1965,FFF0F0
PHL,19.12,1995,FF00C0
MYS,19.06,1992,C000FF
SWE,19.01,1982,00F0FF
MAR,18.992,1995,D0FFD0
SWE,18.945,1973,00F0FF
IRN,18.933,2019,F0F0FF
SWE,18.932,2020,00F0FF
MYS,18.851,1997,C000FF
NZL,18.819,2009,FFF0F0
FIN,18.805,1966,00D000
LKA,18.784,2021,FFFFF0
DNK,18.773,2018,00D0FF
MEX,18.612,1973,FFFFC0
CHL,18.608,1988,FFD0D0
NZL,18.608,1966,FFF0F0
COL,18.582,1990,FFFFD0
THA,18.435,1985,00C000
NZL,18.389,2021,FFF0F0
UZB,18.376,2014,F0FF00
DNK,18.369,2017,00D0FF
SVN,18.301,1990,F0FFFF
SVN,18.296,2007,F0FFFF
SVN,18.233,2002,F0FFFF
LUX,18.22,1977,FF00F0
IRN,18.215,2007,F0F0FF
MYS,18.154,1991,C000FF
MEX,18.125,1976,FFFFC0
IRN,18.103,2005,F0F0FF
FIN,18.092,1967,00D000
THA,18.087,1986,00C000
VNM,18.05,1973,FF8080
SVN,17.998,2006,F0FFFF
UZB,17.958,1988,F0FF00
PHL,17.899,1991,FF00C0
NZL,17.878,2013,FFF0F0
PHL,17.782,1994,FF00C0
MYS,17.701,1994,C000FF
SVN,17.651,2005,F0FFFF
SWE,17.646,1978,00F0FF
SVN,17.627,2008,F0FFFF
SVN,17.59,2004,F0FFFF
ARG,17.516,2008,FFC080
PHL,17.48,1993,FF00C0
IRN,17.474,2006,F0F0FF
UZB,17.465,2016,F0FF00
PAK,17.457,1986,C0FFC0
NZL,17.445,1974,FFF0F0
SVN,17.405,1992,F0FFFF
MEX,17.362,1972,FFFFC0
MKD,17.338,2008,FFF0FF
UZB,17.305,1985,F0FF00
SVN,17.301,2003,F0FFFF
MKD,17.205,2003,FFF0FF
SWE,17.202,1977,00F0FF
MKD,17.197,2011,FFF0FF
MKD,17.188,2001,FFF0FF
SWE,17.14,1972,00F0FF
SWE,17.085,1981,00F0FF
NZL,17.082,2019,FFF0F0
DNK,17.08,1972,00D0FF
LUX,17.067,1981,FF00F0
NZL,16.991,1967,FFF0F0
MKD,16.967,1999,FFF0FF
MKD,16.966,2005,FFF0FF
LKA,16.956,2022,FFFFF0
NZL,16.945,1973,FFF0F0
SVN,16.927,2011,F0FFFF
MKD,16.918,2007,FFF0FF
NZL,16.917,1976,FFF0F0
PRT,16.864,1986,F000FF
IDN,16.817,1986,0080FF
BLR,16.79,1993,00F000
SVN,16.738,2001,F0FFFF
DNK,16.718,1971,00D0FF
SVN,16.709,1991,F0FFFF
SVN,16.697,2010,F0FFFF
NZL,16.673,2015,FFF0F0
VNM,16.666,1971,FF8080
MKD,16.627,1995,FFF0FF
SVN,16.61,1998,F0FFFF
SVN,16.59,1993,F0FFFF
NZL,16.51,2014,FFF0F0
UZB,16.492,2017,F0FF00
MKD,16.487,2006,FFF0FF
LUX,16.419,1984,FF00F0
NZL,16.417,1975,FFF0F0
NZL,16.41,1970,FFF0F0
NZL,16.407,2020,FFF0F0
IRL,16.405,2018,D0FFFF
SVN,16.402,1997,F0FFFF
NZL,16.398,1969,FFF0F0
SVN,16.366,2009,F0FFFF
MKD,16.35,2004,FFF0FF
UZB,16.326,1987,F0FF00
LKA,16.297,2019,FFFFF0
LUX,16.297,1985,FF00F0
NZL,16.27,2011,FFF0F0
MKD,16.187,2012,FFF0FF
MKD,16.121,1994,FFF0FF
NZL,16.111,1977,FFF0F0
MKD,16.088,1996,FFF0FF
ARE,16.077,2012,F00000
SVN,16.072,2012,F0FFFF
NZL,16.072,2010,FFF0F0
PAK,16.038,1965,C0FFC0
SVN,16.03,1995,F0FFFF
NZL,15.991,1968,FFF0F0
IRN,15.971,2004,F0F0FF
HUN,15.946,2021,C0FFFF
MYS,15.934,1993,C000FF
NZL,15.927,2001,FFF0F0
NZL,15.919,2002,FFF0F0
ARG,15.892,2014,FFC080
IRN,15.849,2018,F0F0FF
ARG,15.814,2015,FFC080
LKA,15.801,2017,FFFFF0
SVN,15.788,2000,F0FFFF
PHL,15.747,1992,FF00C0
LUX,15.717,1982,FF00F0
MEX,15.709,1971,FFFFC0
MAR,15.677,1994,D0FFD0
NZL,15.673,2018,FFF0F0
IRN,15.669,1982,F0F0FF
COL,15.562,2005,FFFFD0
MKD,15.55,2009,FFF0FF
MKD,15.545,2000,FFF0FF
MKD,15.534,1991,FFF0FF
SVN,15.525,2013,F0FFFF
MKD,15.519,1993,FFF0FF
BLR,15.468,2019,00F000
MKD,15.467,1990,FFF0FF
SVN,15.453,1994,F0FFFF
MKD,15.442,1992,FFF0FF
MYS,15.411,1990,C000FF
PAK,15.386,1985,C0FFC0
UZB,15.281,1992,F0FF00
LKA,15.27,2018,FFFFF0
IRN,15.257,2003,F0F0FF
LKA,15.254,2016,FFFFF0
SVN,15.195,1999,F0FFFF
VNM,15.175,1970,FF8080
IRN,15.16,2000,F0F0FF
MKD,15.057,2010,FFF0FF
MKD,15.047,1997,FFF0FF
IRN,14.989,1998,F0F0FF
IRN,14.979,1975,F0F0FF
IRN,14.977,1977,F0F0FF
NZL,14.956,1972,FFF0F0
MKD,14.943,2002,FFF0FF
ARG,14.939,2013,FFC080
CHL,14.921,1970,FFD0D0
ARG,14.903,1989,FFC080
IRN,14.862,2001,F0F0FF
NZL,14.861,1978,FFF0F0
CHE,14.833,1965,C080FF
IRN,14.805,1976,F0F0FF
SVN,14.793,1996,F0FFFF
UZB,14.785,2015,F0FF00
IRN,14.783,1983,F0F0FF
BGD,14.76,2013,FFF000
NZL,14.749,1983,FFF0F0
BLR,14.689,2018,00F000
NZL,14.624,1992,FFF0F0
ARG,14.619,2011,FFC080
PHL,14.596,1990,FF00C0
NZL,14.596,1971,FFF0F0
NZL,14.557,1986,FFF0F0
NZL,14.536,2017,FFF0F0
NZL,14.528,1997,FFF0F0
PRT,14.518,2019,F000FF
LUX,14.483,1986,FF00F0
LUX,14.422,1983,FF00F0
CHL,14.41,1971,FFD0D0
LKA,14.409,2015,FFFFF0
NZL,14.406,1993,FFF0F0
ARG,14.399,2022,FFC080
ARG,14.36,2007,FFC080
IRN,14.342,2008,F0F0FF
NZL,14.334,1989,FFF0F0
PAK,14.317,1968,C0FFC0
EGY,14.266,2022,F0FFF0
IRN,14.265,1999,F0F0FF
VNM,14.21,1969,FF8080
EGY,14.17,2016,F0FFF0
BLR,14.157,1997,00F000
EGY,14.114,2021,F0FFF0
IRN,14.082,2002,F0F0FF
MAR,14.061,1993,D0FFD0
ARG,14.052,2021,FFC080
CHL,13.956,1969,FFD0D0
CHL,13.956,1968,FFD0D0
CHL,13.956,1967,FFD0D0
CHL,13.956,1966,FFD0D0
EGY,13.952,2017,F0FFF0
NZL,13.928,1990,FFF0F0
MYS,13.921,1989,C000FF
IRN,13.911,1980,F0F0FF
MAR,13.886,1991,D0FFD0
HUN,13.813,2022,C0FFFF
NZL,13.796,2016,FFF0F0
PHL,13.778,1988,FF00C0
ARG,13.772,1988,FFC080
IRN,13.733,2011,F0F0FF
IRL,13.722,2021,D0FFFF
NZL,13.717,1984,FFF0F0
ARG,13.709,2018,FFC080
ARG,13.669,2012,FFC080
NZL,13.655,1995,FFF0F0
CHL,13.642,1985,FFD0D0
CHL,13.63,1984,FFD0D0
NZL,13.628,1980,FFF0F0
NZL,13.618,1994,FFF0F0
BGD,13.615,2009,FFF000
NZL,13.578,1981,FFF0F0
NZL,13.571,1999,FFF0F0
PAK,13.561,1984,C0FFC0
CHL,13.549,1965,FFD0D0
MKD,13.54,2013,FFF0FF
PAK,13.537,1966,C0FFC0
ARG,13.472,2010,FFC080
NZL,13.458,1996,FFF0F0
ARG,13.44,1987,FFC080
BLR,13.435,1996,00F000
ARG,13.419,1978,FFC080
UZB,13.372,2012,F0FF00
IRN,13.364,2010,F0F0FF
CHL,13.351,1987,FFD0D0
VNM,13.333,1968,FF8080
NZL,13.311,1982,FFF0F0
NZL,13.281,1991,FFF0F0
NZL,13.25,1979,FFF0F0
NZL,13.247,1998,FFF0F0
SVN,13.236,2016,F0FFFF
MAR,13.212,1989,D0FFD0
IRN,13.21,1979,F0F0FF
SVN,13.195,2017,F0FFFF
LUX,13.181,1989,FF00F0
NZL,13.166,1988,FFF0F0
NOR,13.066,1984,00C8FF
NOR,13.013,1985,00C8FF
PAK,13.002,1967,C0FFC0
PHL,12.986,1985,FF00C0
CHL,12.956,1986,FFD0D0
CHL,12.933,1973,FFD0D0
BGD,12.916,2011,FFF000
SVN,12.899,2018,F0FFFF
PAK,12.886,1969,C0FFC0
MAR,12.874,1992,D0FFD0
IRN,12.872,1997,F0F0FF
NZL,12.86,2000,FFF0F0
IRN,12.818,1994,F0F0FF
LUX,12.798,1990,FF00F0
IRN,12.767,1993,F0F0FF
MAR,12.746,1990,D0FFD0
NZL,12.718,2022,FFF0F0
IRN,12.695,2015,F0F0FF
BGD,12.684,2006,FFF000
CHL,12.677,1980,FFD0D0
NZL,12.666,1985,FFF0F0
CHL,12.653,1981,FFD0D0
BLR,12.564,1998,00F000
IRN,12.558,1996,F0F0FF
UZB,12.554,1994,F0FF00
VNM,12.537,1972,FF8080
MKD,12.529,2014,FFF0FF
ARG,12.525,2017,FFC080
MEX,12.512,1970,FFFFC0
ARG,12.502,1979,FFC080
UZB,12.43,1993,F0FF00
DNK,12.4,2021,00D0FF
SVN,12.383,2015,F0FFFF
DZA,12.305,1987,FF00C8
ARG,12.266,1990,FFC080
NOR,12.264,1979,00C8FF
CHE,12.264,1966,C080FF
CHL,12.258,1974,FFD0D0
SVN,12.253,2014,F0FFFF
SVN,12.195,2019,F0FFFF
ARG,12.189,2016,FFC080
LUX,12.173,1991,FF00F0
ARG,12.168,1992,FFC080
ISR,12.165,1983,FF00D0
NZL,12.15,1987,FFF0F0
MAR,12.13,1987,D0FFD0
ARG,12.109,1986,FFC080
NOR,12.097,1974,00C8FF
EGY,12.067,1994,F0FFF0
PER,12.039,2007,C8FF00
NOR,12.029,1998,00C8FF
VNM,12.017,1967,FF8080
IRN,12.005,1995,F0F0FF
DNK,11.995,2022,00D0FF
